id	modified	license	rightsHolder	bibliographicCitation	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	dynamicProperties	occurrenceID	catalogNumber	recordedBy	individualCount	sex	lifeStage	georeferenceVerificationStatus	preparations	associatedReferences	associatedTaxa	occurrenceRemarks	previousIdentifications	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	habitat	samplingProtocol	locationID	country	countryCode	stateProvince	county	locality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	identificationID	identificationQualifier	typeStatus	identifiedBy	taxonID	scientificNameID	acceptedNameUsageID	originalNameUsageID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	vernacularName	taxonomicStatus	nomenclaturalStatus
225e89f6d8c866599bed72e65053798e	2021-03-19	CC-BY	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	Valencia A. S. y G. Flores-Franco. 2006. Catálogo de autoridad taxonómica del género Quercus, Fagaceae en México. Herbario FCME. Facultad de Ciencias. Universidad Nacional Autónoma de México. Bases de datos SNIB-CONABIO, proyecto CS008. México, D. F.	1	2	225e89f6d8c866599bed72e65053798e	NO DISPONIBLE	NO DISPONIBLE	Catálogo de autoridad taxonómica del género Quercus, Fagaceae en México	NO DISPONIBLE	MaterialCitation	Otros Datos Ejemplar / Capturista: Susana Otros Datos Ejemplar / FechaCapturaEjemplar: 04/11/2005 03:43:46 a.m.	225e89f6d8c866599bed72e65053798e	NO DISPONIBLE	Ehrenber						Trel. 1924. The American Oaks. Memoirs of the National Academy of Sciences. In: J. Cramer et H. K. Swann. 20. Government Printing Office. Washington, USA.				903		00:00:00								53	MEXICO	MX	HIDALGO	MINERAL DEL MONTE	Real del Monte	0	0		0	0		20.1513889	-98.6625		80	20 9 5 N	98 39 45 W	grados minutos segundos				Mapa, Guía Roji, 1: 400 000		429		Sintipo	NO DISPONIBLE	6d59be6ba261b8a6c396707cbd114ff0	21377			Quercus (Quercus) reticulata var. squarrosa	Quercus (Quercus)  rugosa	Quercus		Valencia-A., Flores-Franco, Jiménez-Ramírez & Mora-Jarvio, 2017		1924	Plantae; Tracheophyta; Equisetopsida; Fagales; Fagaceae; Quercus; reticulata	Plantae	Tracheophyta	Equisetopsida	Fagales	Fagaceae	Quercus	Quercus	reticulata	squarrosa	variedad	Trel., 1924	asta, avellana, avellano, bellota de encino, chaparro, encinillo, encino, encino asta, encino blanco, encino chino, encino colorado, encino cuero, encino de asta, encino de hasta, encino de miel, encino laurelillo, encino liso, encino manzanillo, encino negro, encino prieto, encino quiebra hacha, encino roble, encino rojo, gu-hó (Chinanteco), hojancha, hojarasca, laurelillo, palo blanco, palo colorado, quiebra hacha, roble, roble blanco, roble prieto, saucillo, t-nuya (Zapoteco)	sinónimo	
229f1c4c324070566504163c15cd2c8e	2021-03-19	CC-BY	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	Valencia A. S. y G. Flores-Franco. 2006. Catálogo de autoridad taxonómica del género Quercus, Fagaceae en México. Herbario FCME. Facultad de Ciencias. Universidad Nacional Autónoma de México. Bases de datos SNIB-CONABIO, proyecto CS008. México, D. F.	225	514	229f1c4c324070566504163c15cd2c8e	BGBM	B	Catálogo de autoridad taxonómica del género Quercus, Fagaceae en México	Botanischer Garten und Botanisches Museum Berlin-Dahlem	MaterialCitation	Otros Datos Ejemplar / Capturista: Susana Otros Datos Ejemplar / FechaCapturaEjemplar: 27/06/2005 08:10:11 p.m.	229f1c4c324070566504163c15cd2c8e	NO DISPONIBLE	Uhde						Trel. 1924. The American Oaks. Memoirs of the National Academy of Sciences. In: J. Cramer et H. K. Swann. 20:81. Government Printing Office. Washington, USA.				296		00:00:00								446	MEXICO	MX	DISTRITO FEDERAL	CUAJIMALPA DE MORELOS	Santa Fé	0	0		0	0		19.4011111	-99.2480556		80	19 24 4 N	99 14 53 W	grados minutos segundos				Mapa, Guía roji, 1:400 000		375		Holotipo	NO DISPONIBLE	210ad77a529a7defb648ca7128bd4ecb	21273			Quercus (Quercus) vallicola	Quercus (Quercus)  vallicola	Quercus		Valencia-Avalos & Flores-Franco, 2006		1924	Plantae; Tracheophyta; Equisetopsida; Fagales; Fagaceae; Quercus	Plantae	Tracheophyta	Equisetopsida	Fagales	Fagaceae	Quercus	Quercus	vallicola		especie	Trel., 1924		aceptado	
23e29c3544495a8329392a86dadd53be	2021-03-19	CC-BY	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	Valencia A. S. y G. Flores-Franco. 2006. Catálogo de autoridad taxonómica del género Quercus, Fagaceae en México. Herbario FCME. Facultad de Ciencias. Universidad Nacional Autónoma de México. Bases de datos SNIB-CONABIO, proyecto CS008. México, D. F.	225	514	23e29c3544495a8329392a86dadd53be	BGBM	B	Catálogo de autoridad taxonómica del género Quercus, Fagaceae en México	Botanischer Garten und Botanisches Museum Berlin-Dahlem	MaterialCitation	Otros Datos Ejemplar / Capturista: Susana Otros Datos Ejemplar / FechaCapturaEjemplar: 21/06/2005 04:00:31 p.m.	23e29c3544495a8329392a86dadd53be	930542	Hartweg										615	1941-11-06	00:00:00	310		1941	11	6			400	GUATEMALA	GT	QUETZALTENANGO		about Quetzaltenango	0	0		0	0		14.8197222	-91.5727778			14 49 11 N	91 34 22 W	grados minutos segundos				Mapa, MI, 1:1100 000		92		Holotipo	NO DISPONIBLE	bccf55bc80d1727f5ac416cc7399c474	21216			Quercus (Quercus) skinneri	Quercus (Quercus)  skinneri	Quercus		Valencia-A., 2004		1842	Plantae; Tracheophyta; Equisetopsida; Fagales; Fagaceae; Quercus	Plantae	Tracheophyta	Equisetopsida	Fagales	Fagaceae	Quercus	Quercus	skinneri		especie	Benth., 1842	avellano, chícharo, cololte (Huasteco), cololté (Tseltal), encino, encino roble, roble, roble blanco	aceptado	
2449b7540038244c77b7c41e8ebbe910	2021-03-19	CC-BY	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	Valencia A. S. y G. Flores-Franco. 2006. Catálogo de autoridad taxonómica del género Quercus, Fagaceae en México. Herbario FCME. Facultad de Ciencias. Universidad Nacional Autónoma de México. Bases de datos SNIB-CONABIO, proyecto CS008. México, D. F.	225	514	2449b7540038244c77b7c41e8ebbe910	BGBM	B	Catálogo de autoridad taxonómica del género Quercus, Fagaceae en México	Botanischer Garten und Botanisches Museum Berlin-Dahlem	MaterialCitation	Otros Datos Ejemplar / Capturista: Susana Otros Datos Ejemplar / FechaCapturaEjemplar: 23/06/2005 06:29:18 p.m.	2449b7540038244c77b7c41e8ebbe910	NO DISPONIBLE	Hartm.					Herborizad	Trel. 1924. The American Oaks. Memoirs of the National Academy of Sciences. In: J. Cramer et H. K. Swann. 20:95. Government Printing Office. Washington, USA.				633	1891-04-12	00:00:00	102		1891	4	12			424	MEXICO	MX	CHIHUAHUA	CASAS GRANDES	Puerta de San Diego	2100	0		0	0		30.425	-108.035		60	30 25 99 N	108 2 6 W	grados minutos segundos				Mapa, SCT, 1: 1200 000		395		Holotipo	NO DISPONIBLE	ce71a2ab52296c5d1eafedba2bd3af8b	21233			Quercus (Quercus) hartmanii	Quercus (Quercus)  toumeyi	Quercus		Valencia-A., 2004		1924	Plantae; Tracheophyta; Equisetopsida; Fagales; Fagaceae; Quercus	Plantae	Tracheophyta	Equisetopsida	Fagales	Fagaceae	Quercus	Quercus	hartmanii		especie	Trel., 1924		sinónimo	
249eb5970eea50c0405285961c3f9bf8	2021-03-19	CC-BY	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	Valencia A. S. y G. Flores-Franco. 2006. Catálogo de autoridad taxonómica del género Quercus, Fagaceae en México. Herbario FCME. Facultad de Ciencias. Universidad Nacional Autónoma de México. Bases de datos SNIB-CONABIO, proyecto CS008. México, D. F.	304	652	249eb5970eea50c0405285961c3f9bf8	RBG	K	Catálogo de autoridad taxonómica del género Quercus, Fagaceae en México	Royal Botanic Gardens, Kew	MaterialCitation	Otros Datos Ejemplar / Capturista: Susana Otros Datos Ejemplar / FechaCapturaEjemplar: 25/01/2005 08:27:41 p.m.	249eb5970eea50c0405285961c3f9bf8	NO DISPONIBLE	Hartweg					Herborizado	Benth. 1842. Plantas Hartwegianas imprimis Mexicanas. 55. G. Pamplin, London.				421		00:00:00								103	MEXICO	MX	VERACRUZ DE IGNACIO DE LA LLAVE	HUATUSCO	Huatusco	0	0		0	0		19.1958333	-96.9541667		80	19 11 45 N	96 57 15 W	grados minutos segundos				Mapa, Guía roji, 1:1 000 000		215		Holotipo	NO DISPONIBLE	64c4413e11ebeb630ca7b7886c67c535	20823			Quercus (Quercus) x dysophylla	Quercus (Quercus)  x dysophylla	Quercus		Valencia-A., Flores-Franco, Jiménez-Ramírez & Mora-Jarvio, 2017		1840	Plantae; Tracheophyta; Equisetopsida; Fagales; Fagaceae; Quercus	Plantae	Tracheophyta	Equisetopsida	Fagales	Fagaceae	Quercus	Quercus	x dysophylla		especie	Benth., 1840	encino, encino colorado, encino manzanillo, laurelillo, manzanilla	aceptado	
2521af6aa0b2e67f74e6d801d1d240e3	2021-03-19	CC-BY	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	Valencia A. S. y G. Flores-Franco. 2006. Catálogo de autoridad taxonómica del género Quercus, Fagaceae en México. Herbario FCME. Facultad de Ciencias. Universidad Nacional Autónoma de México. Bases de datos SNIB-CONABIO, proyecto CS008. México, D. F.	137	383	2521af6aa0b2e67f74e6d801d1d240e3	MOBOT	MO	Catálogo de autoridad taxonómica del género Quercus, Fagaceae en México	Missouri Botanical Garden	MaterialCitation	Otros Datos Ejemplar / Capturista: Susana Otros Datos Ejemplar / FechaCapturaEjemplar: 15/06/2005 05:02:54 p.m.	2521af6aa0b2e67f74e6d801d1d240e3	75230	Fendler						A. DC. 1824-1873. Prodromus Systematis Naturalis Regni Vegetabilis. In: Alphonso de Candolle. 16(2):23. Victoris Masson, Paris, Francia.				807	1847-07-06	00:00:00	187		1847	7	6			340	ESTADOS UNIDOS DE AMERICA	US	NEW MEXICO		Mountains above Santa Fe	0	0		0	0		37.1166667	-104.2833333			37 7 0 N	104 17 0 W	grados minutos segundos				, Geolocate		458		Holotipo	NO DISPONIBLE	f843508950da3d78cab1921346b41850	21112			Quercus (Quercus) x undulata var. obtusifolia	Quercus (Quercus)  gambelii	Quercus		Valencia-Avalos & Flores-Franco, 2006		1864	Plantae; Tracheophyta; Equisetopsida; Fagales; Fagaceae; Quercus; x undulata	Plantae	Tracheophyta	Equisetopsida	Fagales	Fagaceae	Quercus	Quercus	x undulata	obtusifolia	variedad	A. DC., 1864		sinónimo	
255db47375d618788d349c360a12dc35	2021-03-19	CC-BY	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	Valencia A. S. y G. Flores-Franco. 2006. Catálogo de autoridad taxonómica del género Quercus, Fagaceae en México. Herbario FCME. Facultad de Ciencias. Universidad Nacional Autónoma de México. Bases de datos SNIB-CONABIO, proyecto CS008. México, D. F.	137	383	255db47375d618788d349c360a12dc35	MOBOT	MO	Catálogo de autoridad taxonómica del género Quercus, Fagaceae en México	Missouri Botanical Garden	HumanObservation	Otros Datos Ejemplar / Capturista: Susana Otros Datos Ejemplar / FechaCapturaEjemplar: 16/11/2005 04:31:28 p.m.	255db47375d618788d349c360a12dc35	1166356	C. H. Müll.						C. H. Mull. 1942. Notes on the American Flora, Chiefly Mexican. The American Midland Naturalist. 27(2):471. The University Press. Washington, USA.				2417	1935-08-06	00:00:00	218		1935	8	6			570	MEXICO	MX	NUEVO LEON	GALEANA	Derrumbadero, Cañón de los Capulines, above San Enrique on Hacienda San José de Raices	2500	0		0	0		24.535	-100.2833333		50	24 32 6 N	100 17 0 W	grados minutos segundos				, Geolocate		291		Holotipo	NO DISPONIBLE	3e6ace58e04160aba9969d9ae32d28ec	20984			Quercus (Quercus) derrumbaderoensis	Quercus (Quercus)  greggii	Quercus		Pérez Mojica & Valencia-A., 2017		1942	Plantae; Tracheophyta; Equisetopsida; Fagales; Fagaceae; Quercus	Plantae	Tracheophyta	Equisetopsida	Fagales	Fagaceae	Quercus	Quercus	derrumbaderoensis		especie	C.H. Mull., 1942	chaparro prieto, encino, encino blanco, encino enano	sinónimo	
25cc25c5ddd03ce0ded741ed3c53c4ee	2021-03-19	CC-BY	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	Valencia A. S. y G. Flores-Franco. 2006. Catálogo de autoridad taxonómica del género Quercus, Fagaceae en México. Herbario FCME. Facultad de Ciencias. Universidad Nacional Autónoma de México. Bases de datos SNIB-CONABIO, proyecto CS008. México, D. F.	374	748	25cc25c5ddd03ce0ded741ed3c53c4ee	SNM	C	Catálogo de autoridad taxonómica del género Quercus, Fagaceae en México	Statens Naturhistoriske Museum	MaterialCitation	Otros Datos Ejemplar / Capturista: Susana Otros Datos Ejemplar / FechaCapturaEjemplar: 30/11/2005 01:23:44 a.m.	25cc25c5ddd03ce0ded741ed3c53c4ee	NO DISPONIBLE	Liebm.						Liebm. 1854. Om Egeslaegten i America. Oversight Kongelige danske Videnskabernes Selskabs Forhandlingar. (5 y 6). Alemania.				3506	1842-06	00:00:00			1842	6				609	MEXICO	MX	OAXACA	SANTIAGO LAXOPA	Cuesta de La Choapa	0	0		0	0		17.3	-96.4166667		90	17 18 0 N	96 25 0 W	grados minutos segundos				Literatura		296		Holotipo	NO DISPONIBLE	c5b45a262f3a00c7c90996ef54dd55f9	21026			Quercus (Quercus) linguifolia	Quercus (Quercus)  elliptica	Quercus		Valencia-A., 2004		1854	Plantae; Tracheophyta; Equisetopsida; Fagales; Fagaceae; Quercus	Plantae	Tracheophyta	Equisetopsida	Fagales	Fagaceae	Quercus	Quercus	linguifolia		especie	Liebm., 1854	bellota, encino, encino asta, encino blanco, encino colorado, encino laurel, encino nanche, encino negro, encino roble, encino rojo, encino saucillo, encino tapahuite, kukat (Totonaco), roble	sinónimo	
25f2f511b67d468f43bdc6f735a867a8	2021-03-19	CC-BY	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	Valencia A. S. y G. Flores-Franco. 2006. Catálogo de autoridad taxonómica del género Quercus, Fagaceae en México. Herbario FCME. Facultad de Ciencias. Universidad Nacional Autónoma de México. Bases de datos SNIB-CONABIO, proyecto CS008. México, D. F.	348	703	25f2f511b67d468f43bdc6f735a867a8	NMNH-SI	US	Catálogo de autoridad taxonómica del género Quercus, Fagaceae en México	National Museum of Natural History, Smithsonian Institution	HumanObservation	Otros Datos Ejemplar / Capturista: Susana Otros Datos Ejemplar / FechaCapturaEjemplar: 08/11/2005 09:27:21 p.m.	25f2f511b67d468f43bdc6f735a867a8	39868	Pringle						Trel. 1924. The American Oaks. Memoirs of the National Academy of Sciences. In: J. Cramer et H. K. Swann. 20. Government Printing Office. Washington, USA.				3955	1891-11-25	00:00:00	329		1891	11	25			562	MEXICO	MX	MICHOACAN DE OCAMPO	PATZCUARO	Hills of Pátzcuaro	0	0		0	0		19.5	-101.6188889		90	19 30 0 N	101 37 8 W	grados minutos segundos				Mapa, Guía roji, 1:600 000		487		Isotipo	NO DISPONIBLE	01ee2568d482ed5b783f877e65dc3d7d	21402			Quercus (Quercus) candicans f. michoacana	Quercus (Quercus)  calophylla	Quercus		Valencia-Avalos & Flores-Franco, 2006		1924	Plantae; Tracheophyta; Equisetopsida; Fagales; Fagaceae; Quercus; candicans	Plantae	Tracheophyta	Equisetopsida	Fagales	Fagaceae	Quercus	Quercus	candicans	michoacana	forma	Trel., 1924	encino de asta	sinónimo	
2654baa28bc3634c2a78715bc775864e	2021-03-19	CC-BY	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	Valencia A. S. y G. Flores-Franco. 2006. Catálogo de autoridad taxonómica del género Quercus, Fagaceae en México. Herbario FCME. Facultad de Ciencias. Universidad Nacional Autónoma de México. Bases de datos SNIB-CONABIO, proyecto CS008. México, D. F.	348	703	2654baa28bc3634c2a78715bc775864e	NMNH-SI	US	Catálogo de autoridad taxonómica del género Quercus, Fagaceae en México	National Museum of Natural History, Smithsonian Institution	HumanObservation	Otros Datos Ejemplar / Capturista: Susana Otros Datos Ejemplar / FechaCapturaEjemplar: 03/10/2005 05:06:53 p.m.	2654baa28bc3634c2a78715bc775864e	841394	Trel.						Trel. 1924. The American Oaks. Memoirs of the National Academy of Sciences. In: J. Cramer et H. K. Swann. 20:80. Government Printing Office. Washington, USA.				4091	1909-08	00:00:00			1909	8				471	MEXICO		PUEBLA		Cerro del Gavilan	2700	3000		0	0						99 99 99 N	999 99 99 W	grados minutos segundos						422		Holotipo	NO DISPONIBLE	04da7fdfe7a412e219f07a91a4e59c6c	21093			Quercus (Quercus) alveolata	Quercus (Quercus)  deserticola	Quercus		Valencia-A., Flores-Franco, Jiménez-Ramírez & Mora-Jarvio, 2017		1924	Plantae; Tracheophyta; Equisetopsida; Fagales; Fagaceae; Quercus	Plantae	Tracheophyta	Equisetopsida	Fagales	Fagaceae	Quercus	Quercus	alveolata		especie	Trel., 1924	chaparro, encino, encino blanco, encino chino, encino colorado, encino prieto, encino roble, encino tesmolillo, encino texmole, palo chino	sinónimo	
27219c237569c27e0bb528dfe2362d23	2021-03-19	CC-BY	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	Valencia A. S. y G. Flores-Franco. 2006. Catálogo de autoridad taxonómica del género Quercus, Fagaceae en México. Herbario FCME. Facultad de Ciencias. Universidad Nacional Autónoma de México. Bases de datos SNIB-CONABIO, proyecto CS008. México, D. F.	348	703	27219c237569c27e0bb528dfe2362d23	NMNH-SI	US	Catálogo de autoridad taxonómica del género Quercus, Fagaceae en México	National Museum of Natural History, Smithsonian Institution	HumanObservation	Otros Datos Ejemplar / Capturista: Susana Otros Datos Ejemplar / FechaCapturaEjemplar: 07/11/2005 09:07:33 p.m.	27219c237569c27e0bb528dfe2362d23	1587664	Skutch						C. H. Mull. 1937. Studies in Mexican and Central American Plants. The American Midland Naturalist. 18. The University Press. USA.				661	1933-11-14	00:00:00	318		1933	11	14			540	GUATEMALA	GT	CHIMALTENANGO		Chichavac	0	0		0	0		15.0425	-91.1105556			15 2 33 N	91 6 38 W	grados minutos segundos				Mapa, MIV, 1:1100 000		553		Holotipo	NO DISPONIBLE	8474d2deba5d2513ac4e7d08d744f07f	21169			Quercus (Quercus) pilicaulis f. exserta	Quercus (Quercus)  rugosa	Quercus		Valencia-Avalos & Flores-Franco, 2006		1937	Plantae; Tracheophyta; Equisetopsida; Fagales; Fagaceae; Quercus; pilicaulis	Plantae	Tracheophyta	Equisetopsida	Fagales	Fagaceae	Quercus	Quercus	pilicaulis	exserta	forma	C.H. Mull., 1937	asta, avellana, avellano, bellota de encino, chaparro, encinillo, encino, encino asta, encino blanco, encino chino, encino colorado, encino cuero, encino de asta, encino de hasta, encino de miel, encino laurelillo, encino liso, encino manzanillo, encino negro, encino prieto, encino quiebra hacha, encino roble, encino rojo, gu-hó (Chinanteco), hojancha, hojarasca, laurelillo, palo blanco, palo colorado, quiebra hacha, roble, roble blanco, roble prieto, saucillo, t-nuya (Zapoteco)	sinónimo	
27ea48b70532996fb04e8c609a3406a9	2021-03-19	CC-BY	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	Valencia A. S. y G. Flores-Franco. 2006. Catálogo de autoridad taxonómica del género Quercus, Fagaceae en México. Herbario FCME. Facultad de Ciencias. Universidad Nacional Autónoma de México. Bases de datos SNIB-CONABIO, proyecto CS008. México, D. F.	387	756	27ea48b70532996fb04e8c609a3406a9	CU	BH	Catálogo de autoridad taxonómica del género Quercus, Fagaceae en México	Cornell University	HumanObservation	Otros Datos Ejemplar / Capturista: Susana Otros Datos Ejemplar / FechaCapturaEjemplar: 12/10/2005 02:53:16 a.m.	27ea48b70532996fb04e8c609a3406a9	s.n.	C. H. Müll.						C. H. Mull. 1936. Studies in the oaks of the mountains of northeastern Mexico. Journal of the Arnold Arboretum. 17. EUA.				1296	1934-08-02	00:00:00	214		1934	8	2			299	MEXICO	MX	NUEVO LEON	GALEANA	Puerto de los Pastores	1500	0		0	0		24.7622222	-100.0605556		50	24 45 44 N	100 3 38 W	grados minutos segundos				Mapa, SCT, 1:800 000		288		Holotipo	NO DISPONIBLE	43828a89989298c0465230d877711561	21164			Quercus (Quercus) x pastorensis	Quercus (Quercus)  x pastorensis	Quercus		Valencia-A., 2004		1936	Plantae; Tracheophyta; Equisetopsida; Fagales; Fagaceae; Quercus	Plantae	Tracheophyta	Equisetopsida	Fagales	Fagaceae	Quercus	Quercus	x pastorensis		especie	C.H. Mull., 1936		aceptado	
289fece264657d9b282e8221053bff65	2021-03-19	CC-BY	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	Valencia A. S. y G. Flores-Franco. 2006. Catálogo de autoridad taxonómica del género Quercus, Fagaceae en México. Herbario FCME. Facultad de Ciencias. Universidad Nacional Autónoma de México. Bases de datos SNIB-CONABIO, proyecto CS008. México, D. F.	348	703	289fece264657d9b282e8221053bff65	NMNH-SI	US	Catálogo de autoridad taxonómica del género Quercus, Fagaceae en México	National Museum of Natural History, Smithsonian Institution	MaterialCitation	Otros Datos Ejemplar / Capturista: Susana Otros Datos Ejemplar / FechaCapturaEjemplar: 23/06/2005 04:15:51 p.m.	289fece264657d9b282e8221053bff65	NO DISPONIBLE	Rose						Trel. 1924. The American Oaks. Memoirs of the National Academy of Sciences. In: J. Cramer et H. K. Swann. 20:137. Government Printing Office. Washington, USA.				3458	1897-08-13	00:00:00	225		1897	8	13			225	MEXICO	MX	NAYARIT	DEL NAYAR	territorio de Tepic, near Santa Teresa top of Sierra Madre	0	0		0	0		22.4725	-104.7438889		80	22 28 21 N	104 44 38 W	grados minutos segundos				Mapa, Patria, 1:500 000		387		Holotipo	NO DISPONIBLE	9e2ea51262365ca2954234ece8ff5f39	21252			Quercus (Quercus) rosei	Quercus (Quercus)  fulva	Quercus		Valencia-A., 2004		1924	Plantae; Tracheophyta; Equisetopsida; Fagales; Fagaceae; Quercus	Plantae	Tracheophyta	Equisetopsida	Fagales	Fagaceae	Quercus	Quercus	rosei		especie	Trel., 1924	encino, encino amarillo, encino blanco, encino hueja, encino roble, okoro (Tarahumara), roble	sinónimo	
29382bcab71c4d89fc2df012eb26d00b	2021-03-19	CC-BY	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	Valencia A. S. y G. Flores-Franco. 2006. Catálogo de autoridad taxonómica del género Quercus, Fagaceae en México. Herbario FCME. Facultad de Ciencias. Universidad Nacional Autónoma de México. Bases de datos SNIB-CONABIO, proyecto CS008. México, D. F.	304	652	29382bcab71c4d89fc2df012eb26d00b	RBG	K	Catálogo de autoridad taxonómica del género Quercus, Fagaceae en México	Royal Botanic Gardens, Kew	MaterialCitation	Otros Datos Ejemplar / Capturista: Susana Otros Datos Ejemplar / FechaCapturaEjemplar: 30/11/2005 03:52:36 a.m.	29382bcab71c4d89fc2df012eb26d00b	NO DISPONIBLE	Skinner						Liebm. 1854. Om Egeslaegten i America. Oversight Kongelige danske Videnskabernes Selskabs Forhandlingar. (5 y 6). Alemania.				6		00:00:00								635	COSTA RICA				Cuesta de Incensio	0	0		0	0				WGS84		99 99 99 N ; 99 99 99 N	999 99 99 W ; 999 99 99 W	grados minutos segundos						377		Holotipo	NO DISPONIBLE	58becfe70992359c4b117fb543b1f587	20980			Quercus (Quercus) sapotifolia	Quercus (Quercus)  sapotifolia	Quercus		Valencia-A., Flores-Franco, Jiménez-Ramírez & Mora-Jarvio, 2017		1854	Plantae; Tracheophyta; Equisetopsida; Fagales; Fagaceae; Quercus	Plantae	Tracheophyta	Equisetopsida	Fagales	Fagaceae	Quercus	Quercus	sapotifolia		especie	Liebm., 1854	encino, encino blanco, encino colorado, encino duela, quebracho, roble, zapotillo	aceptado	
2976c58cc1baacc64fada64f273cc9a7	2021-03-19	CC-BY	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	Valencia A. S. y G. Flores-Franco. 2006. Catálogo de autoridad taxonómica del género Quercus, Fagaceae en México. Herbario FCME. Facultad de Ciencias. Universidad Nacional Autónoma de México. Bases de datos SNIB-CONABIO, proyecto CS008. México, D. F.	225	514	2976c58cc1baacc64fada64f273cc9a7	BGBM	B	Catálogo de autoridad taxonómica del género Quercus, Fagaceae en México	Botanischer Garten und Botanisches Museum Berlin-Dahlem	HumanObservation	Otros Datos Ejemplar / Capturista: Susana Otros Datos Ejemplar / FechaCapturaEjemplar: 18/01/2005 05:29:15 p.m.	2976c58cc1baacc64fada64f273cc9a7	26472	Endl.				Verificado por el custodio de los datos	Herborizado	Née. 1801. Descripciones de varias especies nuevas de encina (Quercus de Linneo). Anales de Ciencias Naturales. 3:272. Madrid, España.				1352		00:00:00								197	MEXICO	MX	GUERRERO		entre Chilpancingo y Tixtla	0	0		0	0		17.545928	-99.454541	WGS84	6320	99 99 99 N ; 99 99 99 N	999 99 99 W ; 999 99 99 W	grados minutos segundos		2014-11-04	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (Conabio). 2008. Georreferenciación de localidades de Colecciones Biológicas.  Manual de Procedimientos. México. 177 págs		Se georreferenció por ausencia de coordenadas originales. | Punto medio entre 2 rasgos geográficos. Su extensión longitudinal media se asumió como incertidumbre. / Se completó el nombre de la localidad.	166		Lectotipo	NO DISPONIBLE	b607475aa740d282616d36073466c2fc	20833			Quercus (Quercus) circinata	Quercus (Quercus)  magnoliifolia	Quercus		Valencia-A., 2004		1801	Plantae; Tracheophyta; Equisetopsida; Fagales; Fagaceae; Quercus	Plantae	Tracheophyta	Equisetopsida	Fagales	Fagaceae	Quercus	Quercus	circinata		especie	Née, 1801	ahuacocoztli (Náhuatl), bermejo, encino, encino amarillo, encino barcino, encino blanco, encino colorado, encino manzano, encino napis, encino prieto, encino roble, jiote (Náhuatl), roble, roble blanco	sinónimo	
