"row";"caja";"codigo_colecta";"codigo_foto";"Presencia_Etiqueta";"Imprimir_etiquetas";"Familia";"Nombre_cientifico";"Localidad";"Municipio";"Estado";"Pais";"Latitud";"Longitud";"Altitud";"Tipo_vegetacion";"Colectores";"Fecha_colecta";"Comentarios"
45;8;"ROB_01";NA;"NO";3;"Fagaceae";"Quercus";"El Roblar";"Atarjea";"Guanajuato";"México";21.43825;-99.80943;1300;NA;"Hernando Alonso Rodríguez Correa, Rangel-Rojas J.M., Gutiérrez-Cortés D. A. Charre-Medellín J. F., Álvarez-Jara R.";NA;NA
45;8;"ROB_01";NA;"NO";3;"Fagaceae";"Quercus";"El Roblar";"Atarjea";"Guanajuato";"México";21.43825;-99.80943;1300;NA;"Hernando Alonso Rodríguez Correa, Rangel-Rojas J.M., Gutiérrez-Cortés D. A. Charre-Medellín J. F., Álvarez-Jara R.";NA;NA
45;8;"ROB_01";NA;"NO";3;"Fagaceae";"Quercus";"El Roblar";"Atarjea";"Guanajuato";"México";21.43825;-99.80943;1300;NA;"Hernando Alonso Rodríguez Correa, Rangel-Rojas J.M., Gutiérrez-Cortés D. A. Charre-Medellín J. F., Álvarez-Jara R.";NA;NA
46;8;"LOTO_01";NA;"NO";2;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.37329;-94.93132;921;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
46;8;"LOTO_01";NA;"NO";2;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.37329;-94.93132;921;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
47;8;"TUX07";NA;"NO";4;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.37389;-94.92144;1125;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
47;8;"TUX07";NA;"NO";4;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.37389;-94.92144;1125;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
47;8;"TUX07";NA;"NO";4;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.37389;-94.92144;1125;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
47;8;"TUX07";NA;"NO";4;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.37389;-94.92144;1125;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
48;8;"TUX02";NA;"NO";3;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.37458;-94.92281;1087;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
48;8;"TUX02";NA;"NO";3;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.37458;-94.92281;1087;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
48;8;"TUX02";NA;"NO";3;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.37458;-94.92281;1087;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
49;8;"TUX01";NA;"NO";3;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.37401;-94.925229;1039;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
49;8;"TUX01";NA;"NO";3;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.37401;-94.925229;1039;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
49;8;"TUX01";NA;"NO";3;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.37401;-94.925229;1039;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
50;8;"TUX03";NA;"NO";1;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.37458;-94.92281;1087;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
51;8;"LOTO_02";NA;"NO";3;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.37341;-94.93136;925;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
51;8;"LOTO_02";NA;"NO";3;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.37341;-94.93136;925;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
51;8;"LOTO_02";NA;"NO";3;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.37341;-94.93136;925;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
52;8;"LOTO_08";NA;"NO";3;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.37518;-94.92426;1077;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
52;8;"LOTO_08";NA;"NO";3;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.37518;-94.92426;1077;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
52;8;"LOTO_08";NA;"NO";3;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.37518;-94.92426;1077;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
53;8;"LOTO_05";NA;"NO";3;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.37413;-94.92536;1004;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
53;8;"LOTO_05";NA;"NO";3;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.37413;-94.92536;1004;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
53;8;"LOTO_05";NA;"NO";3;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.37413;-94.92536;1004;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
54;8;"LOTO_13";NA;"NO";1;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.37128;-94.92035;945;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
55;8;"LOTO_09";NA;"NO";3;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.37482;-94.92352;1061;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
55;8;"LOTO_09";NA;"NO";3;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.37482;-94.92352;1061;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
55;8;"LOTO_09";NA;"NO";3;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.37482;-94.92352;1061;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
56;8;"LOTO_07";NA;"NO";1;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.37539;-94.92421;1084;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
57;8;"LOTO_03";NA;"NO";3;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.37347;-94.93143;926;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
57;8;"LOTO_03";NA;"NO";3;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.37347;-94.93143;926;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
57;8;"LOTO_03";NA;"NO";3;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.37347;-94.93143;926;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
58;8;"LOTO_04";NA;"NO";4;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.3734;-94.93135;924;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
58;8;"LOTO_04";NA;"NO";4;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.3734;-94.93135;924;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
58;8;"LOTO_04";NA;"NO";4;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.3734;-94.93135;924;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
58;8;"LOTO_04";NA;"NO";4;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.3734;-94.93135;924;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
59;8;"TUX06";NA;"NO";3;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.37401;-94.92145;1130;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
59;8;"TUX06";NA;"NO";3;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.37401;-94.92145;1130;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
59;8;"TUX06";NA;"NO";3;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.37401;-94.92145;1130;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
60;8;"TUX05";NA;"NO";3;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.37442;-94.92149;1140;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
60;8;"TUX05";NA;"NO";3;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.37442;-94.92149;1140;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
60;8;"TUX05";NA;"NO";3;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.37442;-94.92149;1140;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
61;8;"TUX09";NA;"NO";1;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.57257;-95.15936;1016;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
62;8;"TUX10";NA;"NO";3;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.56707;-95.15869;1020;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
62;8;"TUX10";NA;"NO";3;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.56707;-95.15869;1020;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
62;8;"TUX10";NA;"NO";3;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.56707;-95.15869;1020;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
63;8;"TUX08";NA;"NO";1;"Fagaceae";"Quercus";"Reserva La Otra Opción";"Catemaco";"Veracruz";"México";18.57257;-95.15936;1016;NA;"Hernando Alonso Rodríguez Correa, Lizeth Melissa Naranjo Bravo, Yesenia Margarita Vega, Sergio Marrugo Rondon y Ricardo Legaria";2021-10-04;NA
64;9;"Y04";NA;"NO";2;"Fagaceae";"Quercus";"San Antonio";"San Miguel Chimalapa";"Oaxaca";"México";16.672008;-94.231754;1938;NA;"Hernando Alonso Rodriguez Correa, Sofia Zorrilla Azcue";2019-09-15;NA
64;9;"Y04";NA;"NO";2;"Fagaceae";"Quercus";"San Antonio";"San Miguel Chimalapa";"Oaxaca";"México";16.672008;-94.231754;1938;NA;"Hernando Alonso Rodriguez Correa, Sofia Zorrilla Azcue";2019-09-15;NA
